,ts,device,co,humidity,light,lpg,motion,smoke,temp
36,1970-01-01 00:00:01.594512158,1c:bf:ce:15:ec:4d,0.0043910039545833,78.30000305175781,True,0.0070094585431387,False,0.0185889075400507,27.0
37,1970-01-01 00:00:01.594512159,00:0f:00:70:91:0a,0.0028723411548629,76.0,False,0.0051563329356279,False,0.013391176782176,19.799999237060547
38,1970-01-01 00:00:01.594512160,b8:27:eb:bf:9d:51,0.0049702846468744,50.9,False,0.007666837027389,False,0.0204569114655855,22.7
39,1970-01-01 00:00:01.594512162,1c:bf:ce:15:ec:4d,0.0043910039545833,78.19999694824219,True,0.0070094585431387,False,0.0185889075400507,27.0
40,1970-01-01 00:00:01.594512164,b8:27:eb:bf:9d:51,0.004975983419764,50.9,False,0.0076731951447764,False,0.0204750336202321,22.6
41,1970-01-01 00:00:01.594512167,00:0f:00:70:91:0a,0.0029050147565559,75.9000015258789,False,0.0051986974792943,False,0.0135087333295562,19.700000762939453
42,1970-01-01 00:00:01.594512167,1c:bf:ce:15:ec:4d,0.0043513685467255,78.19999694824219,True,0.0069636307508319,False,0.0184591159636713,27.0
43,1970-01-01 00:00:01.594512168,b8:27:eb:bf:9d:51,0.0049417787374202,50.9,False,0.0076350026684634,False,0.0203661913563326,22.6
44,1970-01-01 00:00:01.594512172,b8:27:eb:bf:9d:51,0.0049702557644185,50.9,False,0.0076668047981169,False,0.0204568196070641,22.6
45,1970-01-01 00:00:01.594512173,1c:bf:ce:15:ec:4d,0.0043910039545833,78.4000015258789,True,0.0070094585431387,False,0.0185889075400507,27.0
46,1970-01-01 00:00:01.594512175,00:0f:00:70:91:0a,0.0028723411548629,76.0,False,0.0051563329356279,False,0.013391176782176,19.799999237060547
47,1970-01-01 00:00:01.594512175,b8:27:eb:bf:9d:51,0.0049659230243843,50.9,False,0.0076619694056031,False,0.020443038272213,22.6
48,1970-01-01 00:00:01.594512178,1c:bf:ce:15:ec:4d,0.004427186101015,78.69999694824219,True,0.0070511937491574,False,0.0187071586215,27.0
49,1970-01-01 00:00:01.594512179,b8:27:eb:bf:9d:51,0.0049546120546129,50.9,False,0.0076493407172374,False,0.0204070480904479,22.6
50,1970-01-01 00:00:01.594512180,00:0f:00:70:91:0a,0.0028400886071015,75.9000015258789,False,0.005114383400977,False,0.0132748367048515,19.700000762939453
51,1970-01-01 00:00:01.594512183,b8:27:eb:bf:9d:51,0.0049889187508908,50.9,False,0.0076876196172242,False,0.0205161506103149,22.6
52,1970-01-01 00:00:01.594512184,1c:bf:ce:15:ec:4d,0.0043572918258805,78.5999984741211,True,0.0069704867602677,False,0.0184785295746966,27.0
53,1970-01-01 00:00:01.594512184,00:0f:00:70:91:0a,0.0028400886071015,76.19999694824219,False,0.005114383400977,False,0.0132748367048515,19.799999237060547
54,1970-01-01 00:00:01.594512186,b8:27:eb:bf:9d:51,0.0049673925050777,50.9,False,0.0076636094953082,False,0.0204477126195581,22.6
55,1970-01-01 00:00:01.594512189,1c:bf:ce:15:ec:4d,0.0043830438373499,78.5,True,0.0070002640007672,False,0.0185628624857915,27.0
56,1970-01-01 00:00:01.594512190,b8:27:eb:bf:9d:51,0.0049460060247089,50.9,False,0.0076397267496981,False,0.0203796522013571,22.6
57,1970-01-01 00:00:01.594512193,00:0f:00:70:91:0a,0.0029050147565559,76.0999984741211,False,0.0051986974792943,False,0.0135087333295562,19.799999237060547
58,1970-01-01 00:00:01.594512194,b8:27:eb:bf:9d:51,0.0049604239994515,50.9,False,0.0076558307437068,False,0.0204255433482755,22.6
59,1970-01-01 00:00:01.594512194,1c:bf:ce:15:ec:4d,0.0043910039545833,78.4000015258789,True,0.0070094585431387,False,0.0185889075400507,27.0
60,1970-01-01 00:00:01.594512197,b8:27:eb:bf:9d:51,0.0049460347454986,50.9,False,0.0076397588419559,False,0.0203797436473034,22.6
61,1970-01-01 00:00:01.594512198,1c:bf:ce:15:ec:4d,0.0043950416971085,78.4000015258789,True,0.0070141206810075,False,0.0186021147029603,27.0
62,1970-01-01 00:00:01.594512200,00:0f:00:70:91:0a,0.0028400886071015,76.0,False,0.005114383400977,False,0.0132748367048515,19.799999237060547
63,1970-01-01 00:00:01.594512201,b8:27:eb:bf:9d:51,0.0049860559571293,51.0,False,0.0076844281451479,False,0.0205070528587053,22.7
64,1970-01-01 00:00:01.594512205,b8:27:eb:bf:9d:51,0.0049846493467041,51.0,False,0.0076828598556198,False,0.0205025823175317,22.7
65,1970-01-01 00:00:01.594512205,00:0f:00:70:91:0a,0.0028804994474531,76.0,False,0.0051669233961359,False,0.0134205578926963,19.700000762939453
66,1970-01-01 00:00:01.594512206,1c:bf:ce:15:ec:4d,0.0043910039545833,79.0999984741211,True,0.0070094585431387,False,0.0185889075400507,27.0
67,1970-01-01 00:00:01.594512208,b8:27:eb:bf:9d:51,0.0049417787374202,51.0,False,0.0076350026684634,False,0.0203661913563325,22.7
